,anr_code,doi,title,publishedYear,hal_id
1714,101041863,,Physically Grounded Optimal Realizations of Symbolic Plans,2024.0,
1715,101041863,https://research.tudelft.nl/files/145627529/RAST_Risk_Aware_Spatio_Temporal_Safety_Corridors_for_MAV,RAST: Risk-Aware Spatio-Temporal Safety Corridors for MAV Navigation in Dynamic Uncertain Environments,2023.0,
1716,101041863,10.48550/arxiv.2310.12816,Multi-Robot Local Motion Planning Using Dynamic Optimization Fabrics,2023.0,
1717,101041863,,Reactive grasp and motion planning for adaptive mobile manipulation among obstacles,2024.0,
1718,101041863,10.48550/arxiv.2211.13779,Learning to Play Trajectory Games Against Opponents With Unknown Objectives,2023.0,
1719,101041863,https://doi.org/10.48550/arXiv.2312.02328,Multi-Modal MPPI and Active Inference for Reactive Task and Motion Planning,2024.0,
1720,101041863,https://doi.org/10.48550/arXiv.2404.15602,Decentralized Multi-Agent Trajectory Planning in Dynamic Environments with Spatiotemporal Occupancy Grid Maps,2024.0,
1721,101041863,https://doi.org/10.48550/arXiv.2402.08902,Auto-Encoding Bayesian Inverse Games,2024.0,
1722,101041863,,Safe and stable motion primitives via imitation learning and geometric fabrics,2024.0,
1723,101041863,10.48550/arxiv.2304.05483,Contingency Games for Multi-Agent Interaction,2024.0,
1724,101041871,10.1016/j.bonr.2024.101734,Bone Reports,2024.0,
1725,101041871,10.1107/s2052252523000866,Bone mineral properties and 3D orientation of human lamellar bone around cement lines and the Haversian system,2024.0,
1726,101041871,https://doi.org/10.48550/arXiv.2404.11195,"Texture tomography, a versatile framework to study crystalline texture in 3D",2024.0,
1727,101041908,https://doi.org/10.3389/fsoc.2024.1417315,Editorial: Explaining and comparing ethnic and racial discrimination,2024.0,
1728,101041933,https://doi.org/10.1002/ejoc.202300498,"Photochemical Bromination of 2,5Dimethylbenzoic Acid as Key Step of an Improved AlkyneFunctionalized Blue Box Synthesis**",2023.0,
1729,101041933,https://doi.org/10.1002/anie.202309501,Artificial Molecular Ratchets: Tools Enabling Endergonic Processes,2024.0,
1730,101041933,https://doi.org/10.1002/smll.202206188,Kinetic Barrier Diagrams to Visualize and Engineer Molecular Nonequilibrium Systems,2023.0,
1731,101041933,https://doi.org/10.1002/chem.202300295,Control over Dethreading Kinetics Allows Evaluating the Entropy Stored in an Interlocked Molecular Machine OutofEquilibrium**,2023.0,
1732,101041933,https://doi.org/10.1002/anie.202411554,Progressive Endergonic Synthesis of DielsAlder Adducts Driven by Chemical Energy,2024.0,
1733,101041933,10.1016/j.chempr.2024.07.038,Analysis of kinetic asymmetry in a multi-cycle reaction network establishes the principles for autonomous compartmentalized molecular ratchets,2024.0,
1734,101041933,https://doi.org/10.1002/anie.202401368,Direct Observation of Polaritonic Chemistry by Nuclear Magnetic Resonance Spectroscopy,2024.0,
1735,101041933,https://doi.org/10.1002/anie.202414072,Beyond SingleCycle Autonomous Molecular Machines: LightPowered Shuttling in a MultiCycle Reaction Network,2024.0,
1736,101041936,https://mediatum.ub.tum.de/1719777,Spotlight on Nerves: Portable Multispectral Optoacoustic Imaging of Peripheral Nerve Vascularization and Morphology,2023.0,
1737,101041936,https://arxiv.org/abs/2402.16683,Re-Envisioning Numerical Information Field Theory (NIFTy.re): A Library for Gaussian Processes and Variational Inference,2024.0,
1738,101041938,10.1021/jacsau.2c00625,"Chemical RNA Cross-Linking: Mechanisms, Computational Analysis, and Biological Applications",2023.0,
1739,101041938,10.1002/ange.202402405,Angewandte Chemie - International Edition,2024.0,
1740,101041938,10.1002/ange.202302796,Angewandte Chemie - International Edition,2023.0,
1741,101041946,https://zenodo.org/records/12605123,Natural Catastrophe as a Consequence of Forced Displacement: Reviewing the Handlov Landslide From a Cultural-Historical Perspective,2024.0,
1742,101041946,https://doi.org/10.1017/nps.2024.50,A Brave New World Out of the Same Old Pieces: Property Confiscation and Distribution in Postwar Czechoslovakia,2024.0,
1743,101041946,https://zenodo.org/records/12541946,Stories of Justification  Stories of Absolution: How Families in Liberec Came to Terms with Post-Displacement Heritage,2024.0,
1744,101041946,https://zenodo.org/records/14515026,Povojnov migrcia na Slovensku: perspektva osdlencov a ich det v Handlovej,2024.0,
1745,101041946,https://zenodo.org/records/11174249,When the mnemonic actors become storytellers: the lore of the recovery in 1970s Poland,2024.0,
1746,101041946,https://zenodo.org/records/11174377,Haunted Vegetation: Formerly German Orchards in Polish Pomerania,2024.0,
1747,101041982,https://doi.org/10.1016/j.molcel.2024.04.018,Autophagy preferentially degrades non-fibrillar polyQ aggregates,2024.0,
1748,101041982,https://doi.org/10.1002/1873-3468.14719,Autophagy as a caretaker of nuclear integrity,2023.0,
1749,101041982,https://doi.org/10.1016/j.jmb.2024.168574,Selective Autophagy of Macromolecular Complexes: What Does It Take to be Taken?,2024.0,
1750,101041995,,Unravelling the Norwegian meat reduction controversy: navigating contested sustainabilities and the role of meat,2023.0,
1751,101041995,,Can sufficiency become the new normal? Exploring consumption patterns of low-income groups in Norway,2024.0,
1752,101042031,10.3389/fonc.2022.1046630,Frontiers in Oncology,2022.0,
1753,101042031,10.1007/978-1-0716-3247-5_22,Spatial Analysis of Nucleotide Metabolism: From CRISPR Knockout Cancer Cells to MALDI Imaging of Tumors.,2023.0,
1754,101042034,https://zenodo.org/records/7925168,Market assessment and risk prediction: resources and know-how of a seventeenth-century bookseller of Venice coping with competition,2023.0,
1755,101042034,,Swedish Ordinance on the Limitation of Terms of Protection (1841),2023.0,
1756,101042034,https://doi.org/10.5281/zenodo.10997645,Libros que hay y los que se han hallado. Bibliotecas religiosas en Iberoamrica,2024.0,
1757,101042034,https://doi.org/10.14482/memor.54.401.258,Editorial 54,2024.0,
1758,101042034,10.5281/zenodo.11108635,"Abolishment of Censorship (1770, 1771, 1773)",2023.0,
1759,101042034,,Commentary on Renewed Swedish Censorship Laws (1684),2023.0,
1760,101042034,,The Swedish Freedom of the Press Ordinance (1766),2023.0,
1761,101042034,https://doi.org/10.5281/zenodo.10649360,Fifteen Years of Primary Sources on Copyright (1450-1900): Changing World Views and What Comes Next,2024.0,
1762,101042034,https://doi.org/10.5281/zenodo.10997546,Persecuted in the Spanish Colonies: Inquisitorial Censorship and the Circulation of Medical and Scientific Books in New Spain and New Granada,2024.0,
1763,101042034,,Commentary on the Ordinance concerning Printers (1570),2022.0,
1764,101042034,https://www.duo.uio.no/handle/10852/107392,Ownership of Knowledge: Beyond Intellectual Property,2023.0,
1765,101042034,https://zenodo.org/records/11544529,Teaching Intellectual Property: Constructing the Historical Narrative of Intellectual Property in University Textbooks,2023.0,
1766,101042034,,The Danish Copyright Ordinance (1741),2023.0,
1767,101042034,https://doi.org/10.5281/zenodo.11184143,Book trade between Italian states and the German-speaking lands in the long-term perspective spanning from 1450 to 1800,2024.0,
1768,101042034,https://doi.org/10.1086/724953,Book review of Graeme Gooday and Steven Wilf (eds.). Patent Cultures: Diversity and Harmonization in Historical Perspective,2023.0,
1769,101042034,,"Printer Joachim Wielandt's Privilege for Popular Chapbooks, DenmarkNorway (1721)",2023.0,
1770,101042034,,Licence to Establish an Office of Advertisements in the City of Bergen (1764),2023.0,
1771,101042034,,Commentary on Swedish Freedom of the Press Ordinance (1810),2023.0,
1772,101042034,https://doi.org/10.5281/zenodo.10196729,"Renaissance publishers, market risks and empirical methods of assessment: A revised interpretation of Bernardo di Bernardo Giunti's 16001643 catalogue",2023.0,
1773,101042034,,Commentary on The Swedish Copyright Act (1877),2023.0,
1774,101042034,,Commentary on the Abolition of All Monopolies in the Book Trade in Norway (1686),2023.0,
1775,101042034,,"Commentary on the Establishment of a Printing Press in Iceland, Copenhagen (1688)",2024.0,
1776,101042034,,"Censorship Instruction for Newspapers, DenmarkNorway (1701)",2023.0,
1777,101042034,https://zenodo.org/records/12785334,Una base dati per lo studio del sistema del privilegio librario nell'Europa moderna,2024.0,
1778,101042046,10.1021/acs.jmedchem.4c00339,"Multicolor, Cell-Impermeable, and High Affinity BACE1 Inhibitor Probes Enable Superior Endogenous Staining and Imaging of Single Molecules",2024.0,
1779,101042046,10.1126/science.adj7368,Direct optical measurement of intramolecular distances with angstrom precision,2024.0,
1780,101042046,10.1101/2024.09.20.614087,A one-step protocol to generate impermeable fluorescent HaloTag substrates for<i>in situ</i>live cell application and super-resolution imaging,2024.0,
1781,101042046,10.1016/j.peptides.2024.171179,"GLP1R and GIPR expression and signaling in pancreatic alpha cells, beta cells and delta cells",2024.0,
1782,101042046,10.1172/jci.insight.164921,Hypothalamic and brainstem glucose-dependent insulinotropic polypeptide receptor neurons employ distinct mechanisms to affect feeding,2023.0,
1783,101042046,10.17169/refubium-37374,Enzyme self-label-bound ATTO700 in single-molecule and super-resolution microscopy,2022.0,
1784,101042046,10.1111/dme.15220,Fine-tuned photochromic sulfonylureas for optical control of beta cell Ca2+ fluxes,2023.0,
1785,101042046,10.1002/anie.202408300,Deuteration as a general strategy to enhance azobenzene-based photopharmacology,2024.0,
1786,101042046,10.1038/s41467-022-35716-1,Revealing the tissue-level complexity of endogenous glucagon-like peptide-1 receptor expression and signaling,2023.0,
1787,101042046,10.1111/jmi.13219,"openFrame: A modular, sustainable, open microscopy platform with single-shot, dual-axis optical autofocus module providing high precision and long range of operation",2023.0,
1788,101042046,10.1101/2024.10.08.617143,Endogenous tagging of Munc13-1 with a SNAP tag as a tool for monitoring synapse nanoarchitecture,2024.0,
1789,101042052,10.1016/j.addbeh.2022.107590,Risk and protective factors for (internet) gaming disorder: A meta-analysis of pre-COVID studies,2023.0,
1790,101042052,,"Videopelaamisen, tykyvyn ja tyst palautumisen suhde: kansallisesti edustava rekisterity tutkimusraportti",2023.0,
1791,101042052,https://doi.org/10.1080/16066359.2022.2115033,Reply to Billieux and Fournier (2022) : collaborative shortcut to ontological diversity,2023.0,
1792,101042052,10.1037/adb0000960,Network structures of internet gaming disorder and gaming disorder: Symptom operationalization causes variation,2022.0,
1793,101042052,10.2196/44681,Factors Affecting Digital Tool Use in Client Interaction According to Mental Health Professionals: Interview Study,2023.0,
1794,101042052,https://doi.org/10.1016/j.chb.2023.108112,Development of gaming disorder: Underlying risk factors and complex temporal dynamics,2024.0,
1795,101042052,10.24072/pcjournal.313,Life Thinning and Gaming Disorder: A Longitudinal Qualitative Registered Report,2023.0,
1796,101042052,https://doi.org/10.1111/bjso.12573,Reasons for Qualitative Psychologists to Share Human Data,2022.0,
1797,101042052,10.12688/openreseurope.17177.1,Vitality structures in addictive game design,2024.0,
1798,101042052,https://doi.org/10.15626/MP.2023.3679,Interdisciplinary Value,2024.0,
1799,101042052,10.6084/m9.figshare.20939272.v1,Ontological Diversity in Gaming Disorder Measurement:  A Nationally Representative Registered Report,2022.0,
1800,101042052,10.36850/jrn.2023.e47,The Finnish Reproducibility Network (FIRN): A national bottom-up approach to scientific integrity in a global context,2023.0,
1801,101042052,10.12688/openreseurope.17058.1,Positionality statements in science,2024.0,
1802,101042052,,Rekisteridyt tutkimusraportit Suomen psykologiakentll,2023.0,
1803,101042052,,Identifying Empowerment within Game Design,2024.0,
1804,101042052,https://doi.org/10.1525/collabra.38819,Phenomenological Strands for Gaming Disorder and Esports Play: A Qualitative Registered Report,2022.0,
1805,101042052,10.1186/s44247-023-00037-w,The qualities of patients interested in using a game-based digital mental health intervention for depression: a sequential mixed methods study,2023.0,
1806,101042052,https://doi.org/10.1002/mpr.2021,Network analysis of additional clinical features of (Internet) gaming disorder,2024.0,
1807,101042052,10.1016/j.invent.2023.100706,"Measuring digital intervention user experience with a novel ecological momentary assessment (EMA) method, CORTO",2024.0,
1808,101042052,10.12688/openreseurope.15532.1,"A Primer for Choosing, Designing and Evaluating Registered Reports for Qualitative Methods",2022.0,
1809,101042052,10.1057/s41599-023-01775-y,Why do adults seek treatment for gaming (disorder)? A qualitative study,2022.0,
1810,101042052,https://doi.org/10.1525/collabra.117677,Psychological predictors of long-term esports success: A Registered Report,2024.0,
1811,101042075,10.48550/arxiv.2402.07705,"Genuine and faux single  <mml:math xmlns:mml=""http://www.w3.org/1998/Math/MathML""><mml:mi>G</mml:mi></mml:math>  centers in carbon-implanted silicon",2024.0,
1812,101042080,10.48550/arxiv.2402.00469,Spatio-Temporal Characterization of Qubit Routing in Connectivity-Constrained Quantum Processors,2024.0,
1813,101042080,10.48550/arxiv.2307.10820,Exploration of Time Reversal for Wireless Communications within Computing Packages,2023.0,
1814,101042080,10.48550/arxiv.2303.16125,Mapping quantum algorithms to multi-core quantum computing architectures,2023.0,
1815,101042080,10.48550/arXiv.2404.18562,Time Reversal for Near-Field Communications on Multi-chip Wireless Networks,2024.0,
1816,101042080,10.48550/arXiv.2403.17205,Revisiting the Mapping of Quantum Circuits: Entering the Multi-Core Era,2024.0,
1817,101042080,10.48550/arXiv.2411.16342,A Data-Driven Approach to Dataflow-Aware Online Scheduling for Graph Neural Network Inference,2025.0,
1818,101042080,10.48550/arXiv.2407.17306,Route-Forcing: Scalable Quantum Circuit Mapping for Scalable Quantum Computing Architectures,2024.0,
1819,101042080,10.48550/arxiv.2309.01428,Collective Communication Patterns Using Time-Reversal Terahertz Links at the Chip Scale,2023.0,
1820,101042080,10.48550/arXiv.2407.12640,Profiling quantum circuits for their efficient execution on single- and multi-core architectures,2024.0,
1821,101042080,10.48550/arXiv.2407.15651,Benchmarking Emerging Cavity-Mediated Quantum Interconnect Technologies for Modular Quantum Computers,2024.0,
1822,101042080,hdl.handle.net/2117/420993,RIS-Based Over-The-Air Channel Equalization in Resource-Constrained Wireless Networks,2024.0,
1823,101042080,10.48550/arxiv.2011.04107,Graphene-Based Wireless Agile Interconnects for Massive Heterogeneous Multi-Chip Processors,2023.0,
1824,101042080,10.48550/arxiv.2309.07313,Interconnect Fabrics for Multi-Core Quantum Processors,2023.0,
1825,101042080,10.48550/arxiv.2301.11471,Multi-channel Medium Access Control Protocols for Wireless Networks within Computing Packages,2023.0,
1826,101042080,10.48550/arXiv.2405.07812,Electromagnetic Nanonetworks Beyond 6G: From Wearable and Implantable Networks to On-chip and Quantum Communication,2024.0,
1827,101042080,10.48550/arxiv.2401.17976,Circuit Partitioning for Multi-Core Quantum Architectures with Deep Reinforcement Learning,2024.0,
1828,101042080,10.48550/arXiv.2408.07421,A MAC Protocol with Time Reversal for Wireless Networks within Computing Packages,2024.0,
1829,101042080,10.48550/arxiv.2303.14008,Scalable multi-chip quantum architectures enabled by cryogenic hybrid wireless/quantum-coherent network-in-package,2023.0,
1830,101042080,10.48550/arxiv.2309.12182,Hungarian Qubit Assignment for Optimized Mapping of Quantum Circuits on Multi-Core Architectures,2023.0,
1831,101042080,10.48550/arxiv.2305.06687,Mapping Quantum Circuits to Modular Architectures with QUBO,2023.0,
1832,101042080,10.48550/arxiv.2303.08067,WHYPE: A Scale-Out Architecture With Wireless Over-the-Air Majority for Scalable In-Memory Hyperdimensional Computing,2023.0,
1833,101042103,10.1101/2024.10.29.620808,"SeqTagger, a rapid and accurate tool to demultiplex direct RNA nanopore sequencing datasets",2024.0,
1834,101042103,10.1101/2023.11.28.568965,Enhanced detection of RNA modifications and mappability with high-accuracy nanopore RNA basecalling models,2023.0,
1835,101042103,,De novo basecalling of m6A modifications at single molecule and single nucleotide resolution,2023.0,
1836,101042103,10.21203/rs.3.rs-3184329/v1,"The lncRNA Snhg11, a new candidate contributing to neurogenesis, plasticity, and memory deficits in Down syndrome",2023.0,
1837,101042103,10.1002/rcm.9759,Spectral libraries from nucleobases and deoxyribonucleosides facilitate the identification of ribonucleosides by nanoflow liquid chromatographytandem mass spectrometry,2024.0,
1838,101042103,10.1093/nar/gkae139,Comprehensive map of ribosomal 2-O-methylation and C/D box snoRNAs in <i>Drosophila melanogaster</i>,2024.0,
1839,101042103,10.1093/nar/gkad121,Dynamic interplay between RPL3- and RPL3L-containing ribosomes modulates mitochondrial activity in the mammalian heart,2023.0,
1840,101042103,10.1101/2023.03.21.533606,Native RNA nanopore sequencing reveals antibiotic-induced loss of rRNA modifications in the A- and P-sites,2023.0,
1841,101042103,10.1038/s41592-022-01714-w,Nature Methods,2022.0,
1842,101042103,10.1007/978-1-0716-2962-8_13,Nanopore Direct RNA Sequencing Data Processing and Analysis Using MasterOfPores,2023.0,
1843,101042103,10.3390/v16060945,Elucidation of the Epitranscriptomic RNA Modification Landscape of Chikungunya Virus,2024.0,
1844,101042103,10.1101/2024.10.03.616461,Epitranscriptomic rRNA fingerprinting reveals tissue-of-origin and tumor-specific signatures,2024.0,
1845,101042103,10.1101/2023.10.13.561839,Nature Communications,2023.0,
1846,101042103,10.1038/s41587-023-01743-6,Quantitative analysis of tRNA abundance and modifications by nanopore RNA sequencing,2023.0,
1847,101042103,10.1038/s41592-022-01724-8,Long-read sequencing in the era of epigenomics and epitranscriptomics,2023.0,
1848,101042103,10.1261/rna.079404.122,Exploring the epitranscriptome by native RNA sequencing,2022.0,
1849,101042112,10.1039/d4tc01042f,Chiral cadmiumamine complexes for stimulating non-linear optical activity and photoluminescence in solids based on aurophilic stacks,2024.0,
1850,101042112,10.1021/acs.chemrev.3c00840,Optical Phenomena in Molecule-Based Magnetic Materials,2024.0,
1851,101042112,10.1039/d3cc00342f,Multifunctionality of luminescent molecular nanomagnets based on lanthanide complexes,2023.0,
1852,101042112,10.1039/D4QI90035A,SHG-active luminescent thermometers based on chiral cyclometalated dicyanidoiridate(III) complexes,2024.0,
1853,101042139,10.7334/psicothema2023.293,Psychometric Properties of the Online Version of the General Anxiety Disorder-7 (GAD-7): A Longitudinal Study in Pregnant and Postpartum Spanish Women,2024.0,
1854,101042139,10.1016/j.invent.2024.100759,Effectiveness of online psychological interventions to prevent perinatal depression in fathers and non-birthing partners: A systematic review and meta-analysis of randomized controlled trials,2024.0,
1855,101042139,10.1111/aogs.14740,Global prevalence of perinatal depression and anxiety duringthe <scp>COVID</scp>19 pandemic: An umbrella review andmetaanalytic synthesis,2024.0,
1856,101042147,110.1093/medlaw/fwae010,Biobank donation in search of public benefits and the potential impact of intellectual property rights over access to health-technologies developed: A focus on the bioethical implications,2024.0,
1857,101042147,,Managing access to health data for research and innovation in the EU: is a better regulatory approach possible?,2024.0,
1858,101042147,,"Decision-Makers, Institutional Influences and the Role of Ethical issues in the Patenting of Biotechnological Inventions in Europe: Enter the Unitary Patent System.",2023.0,
1859,101042148,10.1021/acsnano.2c09255,Chitosan-Modified Polyethyleneimine Nanoparticles for Enhancing the Carboxylation Reaction and Plants CO<sub>2</sub>Uptake,2023.0,
1860,101042148,10.1126/sciadv.adi5488,In vivo neuromodulation of animal behavior with organic semiconducting oligomers,2023.0,
1861,101042148,10.1021/acsami.3c16861,Biohybrid Energy Storage Circuits Based on Electronically Functionalized Plant Roots,2024.0,
1862,101042183,10.1038/s44161-024-00488-y,Distinct biological signature and modifiable risk factors underlie the comorbidity between major depressive disorder and cardiovascular disease,2024.0,
1863,101042183,10.17615/axpk-s778,Genetic Contribution to the Heterogeneity of Major Depressive Disorder: Evidence From a Sibling-Based Design Using Swedish National Registers,2023.0,
1864,101042183,10.17615/5wts-zz20,Translational Psychiatry,2023.0,
1865,101042183,10.1016/j.lanepe.2023.100621,Epidemiological overview of major depressive disorder in Scandinavia using nationwide registers,2023.0,
1866,101042183,10.1038/s41467-024-49507-3,Nature Communications,2024.0,
1867,101042188,10.48550/arXiv.2405.10810,Flux Rope Modeling of the 2022 September 5 Coronal Mass Ejection Observed by Parker Solar Probe and Solar Orbiter from 0.07 to 0.69 au,2024.0,
1868,101042188,10.1007/s11207-023-02137-2,Three Eruptions Observed by Remote Sensing Instruments Onboard Solar Orbiter,2023.0,
1869,101042188,10.1051/0004-6361/202347561,Combining STEREO/HIs and Solar Orbiter to Investigate the Evolution of the 2022 March 10 CME,2023.0,
1870,101042188,10.48550/arxiv.2307.01083,Using Solar Orbiter as an Upstream Solar Wind Monitor for Real Time Space Weather Predictions,2024.0,
1871,101042188,10.48550/arxiv.2309.10582,Investigating the Magnetic Structure of Interplanetary Coronal Mass Ejections Using Simultaneous Multispacecraft In Situ Measurements,2023.0,
1872,101042188,10.48550/arxiv.2310.11310,The effect of magnetic field line topology on ICME-related GCR modulation,2023.0,
1873,101042188,10.3847/1538-4357/acdcf7,How Magnetic Reconnection May Affect the Coherence of Interplanetary Coronal Mass Ejections,2023.0,
1874,101042188,10.48550/arxiv.2303.17682,Which Upstream Solar Wind Conditions Matter Most in Predicting Bz Within Coronal Mass Ejections,2023.0,
1875,101042188,10.48550/arXiv.2405.03271,Understanding the Effects of Spacecraft Trajectories through Solar Coronal Mass Ejection Flux Ropes Using 3DCOREweb,2024.0,
1876,101042188,10.48550/arxiv.2312.03942,The Width of Magnetic Ejecta Measured near 1 au: Lessons from STEREO-A Measurements in 20212022,2024.0,
1877,101042188,10.1007/s11207-022-02090-6,The Eruption of 22 April 2021 as Observed by Solar Orbiter: Continuous Magnetic Reconnection and Heating After the Impulsive Phase,2023.0,
1878,101042188,10.48550/arxiv.2311.14046,Discrepancies in the Properties of a Coronal Mass Ejection on Scales of 0.03 au as Revealed by Simultaneous Measurements at Solar Orbiter and Wind: The 2021 November 35 Event,2024.0,
1879,101042188,10.48550/arXiv.2403.02594,A Survey of Coronal Mass Ejections Measured In Situ by Parker Solar Probe during 20182022,2024.0,
1880,101042188,10.48550/arxiv.2307.09800,Turbulence Properties of Interplanetary Coronal Mass Ejections in the Inner Heliosphere: Dependence on Proton Beta and Flux Rope Structure,2023.0,
1881,101042188,10.1007/s11214-024-01108-8,The Need for Near-Earth Multi-Spacecraft Heliospheric Measurements and an Explorer Mission to Investigate Interplanetary Structures and Transients in the Near-Earth Heliosphere,2024.0,
1882,101042188,10.3389/fspas.2023.1195805,Global insight into a complex-structured heliosphere based on the local multi-point analysis,2023.0,
1883,101042188,10.48550/arxiv.2304.05264,L1 and Off Sun-Earth Line Visible-Light Imaging of Earth-Directed CMEs: An Analysis of Inconsistent Observations,2023.0,
1884,101042188,10.1029/2024SW003867,The Vigil Magnetometer for Operational Space Weather Services From the Sun-Earth L5 Point,2024.0,
1885,101042188,10.48550/arxiv.2308.14651,The Eruption of a Magnetic Flux Rope Observed by Solar Orbiter and Parker Solar Probe,2023.0,
1886,101042188,10.48550/arXiv.2312.05983,Properties of an Interplanetary Shock Observed at 0.07 and 0.7 au by Parker Solar Probe and Solar Orbiter,2024.0,
1887,101042188,10.3847/1538-4365/ad1408,A Community Data Set for Comparing Automated Coronal Hole Detection Schemes,2024.0,
1888,101042188,10.48550/arxiv.2202.10096,Writhed Analytical Magnetic Flux Rope Model,2022.0,
1889,101042198,10.1016/j.pbi.2023.102445,Regulation of PIN polarity in response to abiotic stress,2023.0,
1890,101042252,10.1016/j.polgeo.2023.102975,Political Geography,2023.0,
1891,101042252,,"Dades, meteorologia i comer : Les tensions entre cincia pblica i cincia privada a travs de les poltiques i prctiques de l'intercanvi de dades meteorolgiques",2023.0,
1892,101042266,,HCC: A Language-Independent Hardening Contract Compiler for Smart Contracts,2025.0,
1893,101042266,10.1145/3658644.3670333,Defying the Odds: Solana's Unexpected Resilience in Spite of the Security Challenges Faced by Developers,2024.0,
1894,101042266,10.1109/SecDev53368.2022.00013,"Tutorial: Analyzing, Exploiting, and Patching Smart Contracts in Ethereum",2023.0,
1895,101042266,10.48550/arxiv.2309.03006,Fuzz on the Beach: Fuzzing Solana Smart Contracts,2023.0,
1896,101042266,10.1109/EuroSP57164.2023.00034,EFCF: High Performance Smart Contract Fuzzing for Exploit Generation,2024.0,
1897,101042275,10.48550/arxiv.2210.01143,Sustained FU Orionis-type outbursts from colliding discs in stellar flybys,2022.0,
1898,101042275,10.48550/arXiv.2407.04813,FAUST. XVII. Super deuteration in the planet-forming system IRS 63 where the streamer strikes the disk,2024.0,
1899,101042275,10.48550/arxiv.2302.03411,Precession and polar alignment of accretion discs in triple (or multiple) stellar systems,2023.0,
1900,101042275,10.48550/arxiv.2303.05753,Exciting spiral arms in protoplanetary discs from flybys,2023.0,
1901,101042275,10.48550/arxiv.2310.03327,Formation of misaligned second-generation discs through fly-by encounters,2023.0,
1902,101042275,10.48550/arxiv.2404.02469,Full orbital solutions in pre-main sequence high-order multiple systems: GG Tau Ab and UX Tau B,2024.0,
1903,101042275,10.48550/arXiv.2404.19690,FAUST XV. A disc wind mapped by CH3OH and SiO in the inner 300 au of the NGC 1333 IRAS 4A2 protostar,2024.0,
1904,101042275,10.48550/arXiv.2401.14897,Unveiling hidden companions in post-common-envelope binaries: A robust strategy and uncertainty exploration,2024.0,
1905,101042275,10.48550/arxiv.2305.15647,Resolving the binary components of the outbursting protostar HBC 494 with ALMA,2023.0,
1906,101042275,10.48550/arXiv.2211.08520,"Circumbinary planets: migration, trapping in mean-motion resonances, and ejection",2023.0,
1907,101042275,10.48550/arXiv.2404.07565,Orbital dynamics in the GG Tau A system: Investigating its enigmatic disc,2024.0,
1908,101042275,10.48550/arXiv.2405.12735,Multiple chemical tracers finally unveil the intricate NGC 1333 IRAS 4A outflow system. FAUST XVI,2024.0,
1909,101042275,10.48550/arxiv.2302.11592,The ALMA view of MP Mus (PDS 66): A protoplanetary disk with no visible gaps down to 4 au scales,2023.0,
1910,101042275,10.48550/arXiv.2407.20074,FAUST: XVIII. Evidence of annular substructure in a very young Class 0 disk,2024.0,
1911,101042275,10.48550/arxiv.2401.03767,Probing initial distributions of orbital eccentricity and disc misalignment via polar discs,2024.0,
1912,101042275,10.48550/arxiv.2304.12028,Transition disc nature of post-AGB binary systems confirmed by mid-infrared interferometry,2023.0,
1913,101042275,10.48550/arxiv.2403.18905,Anatomy of the Class I protostar L1489 IRS with NOEMA,2024.0,
1914,101042275,10.48550/arxiv.2211.14322,The SPHERE view of three interacting twin disc systems in polarized light,2022.0,
1915,101042275,10.48550/arXiv.2405.12593,V892 Tau: A tidally perturbed circumbinary disc in a triple stellar system,2024.0,
1916,101042275,10.48550/arxiv.2303.16257,FAUST  VIII. The protostellar disc of VLA 16232417W and its streamers imaged by ALMA,2023.0,
1917,101042275,10.48550/arxiv.2402.10258,FAUST XII. Accretion streamers and jets in the VLA 16232417 protocluster,2024.0,
1918,101042275,10.48550/arxiv.2401.16003,"Alpha Centauri: Disc Dynamics, Planet Stability, Detectability",2024.0,
1919,101042275,10.48550/arXiv.2403.18108,FAUST. XIII. Dusty cavity and molecular shock driven by IRS7B in the Corona Australis cluster,2024.0,
1920,101042275,10.48550/arxiv.2207.09752,European Physical Journal Plus,2023.0,
1921,101042290,10.26434/chemrxiv-2023-9pggs-v2,Matrix of orthogonalized atomic orbital coefficients representation for radicals and ions,2023.0,
1922,101042290,10.1016/j.matt.2024.02.004,Understanding and exploiting interfacial interactions between phosphonic acid functional groups and co-evaporated perovskites,2024.0,
1923,101042290,10.1002/hlca.202300013,Engineering HostGuest Interactions in Organic Framework Materials for Drug Delivery,2023.0,
1924,101042290,10.26434/chemrxiv-2022-93pst-v2,Locating Guest Molecules inside MetalOrganic Framework Pores with a Multilevel Computational Approach,2022.0,
1925,101042290,10.1063/5.0144827,Hostguest interactions in framework materials: Insight from modeling,2023.0,
1926,101042292,https://ddd.uab.cat/record/301599,The (null) effects of the Russian invasion of Ukraine on Europeans attitudes toward democracy,2023.0,
1927,101042292,https://doi.org/10.31235/osf.io/7asfd,"Winners Restraint or Affective Majoritarianism? Elections, Polarization and Political Support",2024.0,
1928,101042292,https://doi.org/10.1017/S175577392400016X,Too Crooked to be Good? Trade-offs in the Electoral Punishment of Malfeasance and Corruption,2024.0,
1929,101042292,https://doi.org/10.31235/osf.io/x6qky,Red Pill or Blue Pill? Selective Information Exposure and the Electoral Punishment of Corruption,2024.0,
1930,101042292,https://doi.org/10.31235/osf.io/pgbkr,Minorities Views on Freedom of Expression: Unrestricted or Protective?,2023.0,
1931,101042293,10.48550/arxiv.2303.08832,Squeezed Ensembles and Anomalous Dynamic Roughening in Interacting Integrable Chains,2024.0,
